order,name,description,vector,type,units,region,2017,2018,2019,2020,2021,2022,2023
437,"TEX(g02,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0,0,0,0
438,"TEX(g02,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0,0,0,0
439,"TIF(g01,USA)",fta tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0
440,"TIF(g01,ROW)",fta tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0
441,"TIF(g02,USA)",fta tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0
442,"TIF(g02,ROW)",fta tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0
443,"TIM(g01,USA,USA)",multilateral tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0
444,"TIM(g01,USA,ROW)",multilateral tariff rates,exo,exo,pct,USA,0.35155452,0.35155452,0.35155452,0.35155452,0.35155452,0.35155452,0.35155452
445,"TIM(g01,ROW,USA)",multilateral tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0
446,"TIM(g01,ROW,ROW)",multilateral tariff rates,exo,exo,pct,ROW,0.35155452,0.35155452,0.35155452,0.35155452,0.35155452,0.35155452,0.35155452
447,"TIM(g02,USA,USA)",multilateral tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0
448,"TIM(g02,USA,ROW)",multilateral tariff rates,exo,exo,pct,USA,1.31379273,1.31379273,1.31379273,1.31379273,1.31379273,1.31379273,1.31379273
449,"TIM(g02,ROW,USA)",multilateral tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0
450,"TIM(g02,ROW,ROW)",multilateral tariff rates,exo,exo,pct,ROW,1.31379273,1.31379273,1.31379273,1.31379273,1.31379273,1.31379273,1.31379273
451,TINC(USA),tax rate on labor income,exo,exo,pct,USA,11.90001312,10.09593753,10.10641596,10.24944426,11.88481133,13.88055083,10.99781799
452,TINC(ROW),tax rate on labor income,exo,exo,pct,ROW,11.90001312,10.09593753,10.10641596,10.24944426,11.88481133,13.88055083,10.99781799
453,"TITC(a01,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0,0,0,0
454,"TITC(a01,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0,0,0,0
455,"TITC(a02,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0,0,0,0
456,"TITC(a02,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0,0,0,0
457,TITCH(USA),households investment tax credit rate,exo,exo,pct,USA,0,0,0,0,0,0,0
458,TITCH(ROW),households investment tax credit rate,exo,exo,pct,ROW,0,0,0,0,0,0,0
459,"TIX(g01,USA)",multilateral iceberg costs,exo,exo,pct,USA,0,0,0,0,0,0,0
460,"TIX(g01,ROW)",multilateral iceberg costs,exo,exo,pct,ROW,0,0,0,0,0,0,0
461,"TIX(g02,USA)",multilateral iceberg costs,exo,exo,pct,USA,0,0,0,0,0,0,0
462,"TIX(g02,ROW)",multilateral iceberg costs,exo,exo,pct,ROW,0,0,0,0,0,0,0
463,"TOB(a01,USA)","marginal q, TOB.NC",end,z1l,pct,USA,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
464,"TOB(a01,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
465,"TOB(a02,USA)","marginal q, TOB.NC",end,z1l,pct,USA,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
466,"TOB(a02,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
467,TOBY(USA),"marginal Q, raw capital sector",end,z1l,pct,USA,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
468,TOBY(ROW),"marginal Q, raw capital sector",end,z1l,pct,ROW,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
469,TOBZ(USA),"marginal Q, household capital",end,z1l,pct,USA,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
470,TOBZ(ROW),"marginal Q, household capital",end,z1l,pct,ROW,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
471,"TPA(a01,USA)",partial adjustment q,sta,x1l,pct,USA,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
472,"TPA(a01,ROW)",partial adjustment q,sta,x1l,pct,ROW,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
473,"TPA(a02,USA)",partial adjustment q,sta,x1l,pct,USA,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
474,"TPA(a02,ROW)",partial adjustment q,sta,x1l,pct,ROW,127.46613329,127.8587617,127.87365681,127.70019343,127.65852984,128.03299407,127.88741446
475,TPAY(USA),"partial adjustment Q, raw capital sector",sta,x1l,pct,USA,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
476,TPAY(ROW),"partial adjustment Q, raw capital sector",sta,x1l,pct,ROW,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
477,TPAZ(USA),"partial adjustment Q, household capital",sta,x1l,pct,USA,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
478,TPAZ(ROW),"partial adjustment Q, household capital",sta,x1l,pct,ROW,114.55102691,114.97479942,114.96644028,114.79581822,114.865988,115.30466037,115.03959382
479,TRAN(USA),total transfers,end,z1l,gdp,USA,9.51707176,9.5150627,9.52433529,9.52798812,9.48628874,9.4727727,9.50359027
480,TRAN(ROW),total transfers,end,z1l,gdp,ROW,9.51707176,9.5150627,9.52433529,9.52798812,9.48628874,9.4727727,9.50359027
481,TRANX(USA),exogenous transfers,exo,exo,gdp,USA,0,0,0,0,0,0,0
482,TRANX(ROW),exogenous transfers,exo,exo,gdp,ROW,0,0,0,0,0,0,0
483,"TXGS(a01,g01,USA)",unit tax on goods to sectors,exo,exo,dollar,USA,0,0,0,0,0,0,0
484,"TXGS(a01,g01,ROW)",unit tax on goods to sectors,exo,exo,dollar,ROW,0,0,0,0,0,0,0
485,"TXGS(a02,g01,USA)",unit tax on goods to sectors,exo,exo,dollar,USA,0,0,0,0,0,0,0
486,"TXGS(a02,g01,ROW)",unit tax on goods to sectors,exo,exo,dollar,ROW,0,0,0,0,0,0,0
487,"TXM(g01,USA)",tariff revenue by good,end,z1l,gdp,USA,0.00388864,0.00394474,0.00377187,0.00336644,0.00372097,0.00395831,0.00360308
488,"TXM(g01,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.00388864,0.00394474,0.00377187,0.00336644,0.00372097,0.00395831,0.00360308
489,"TXM(g02,USA)",tariff revenue by good,end,z1l,gdp,USA,0.17794615,0.1805133,0.17260284,0.15405018,0.17027336,0.18113414,0.16487879
490,"TXM(g02,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.17794615,0.1805133,0.17260284,0.15405018,0.17027336,0.18113414,0.16487879
491,"WAG(a01,USA)",sector wage,end,z1l,idx,USA,100,100,100,100,100,100,100
492,"WAG(a01,ROW)",sector wage,end,z1l,idx,ROW,100,100,100,100,100,100,100
493,"WAG(a02,USA)",sector wage,end,z1l,idx,USA,100,100,100,100,100,100,100
494,"WAG(a02,ROW)",sector wage,end,z1l,idx,ROW,100,100,100,100,100,100,100
495,WAGE(USA),wage rate,sta,x1l,idx,USA,77.55983617,81.51929812,85.16713018,86.24904938,93.41543878,100,105.61514488
496,WAGE(ROW),wage rate,sta,x1l,idx,ROW,77.55983617,81.51929812,85.16713018,86.24904938,93.41543878,100,105.61514488
497,WAGG(USA),government wage,end,z1l,idx,USA,77.55983617,81.51929812,85.16713018,86.24904938,93.41543878,100,105.61514488
498,WAGG(ROW),government wage,end,z1l,idx,ROW,77.55983617,81.51929812,85.16713018,86.24904938,93.41543878,100,105.61514488
499,WELH(USA),human wealth,cos,j1l,gdp,USA,901.44639095,917.98168596,919.61641619,937.91056222,899.32692552,856.76972696,877.35194557
500,WELH(ROW),human wealth,cos,j1l,gdp,ROW,901.44639095,917.98168596,919.61641619,937.91056222,899.32692552,856.76972696,877.35194557
501,WELT(USA),total wealth,end,z1l,gdp,USA,1313.02670852,1320.56934153,1316.61440724,1339.54295294,1289.51271548,1260.9486661,1271.15718061
502,WELT(ROW),total wealth,end,z1l,gdp,ROW,1313.02670852,1320.56934153,1316.61440724,1339.54295294,1289.51271548,1260.9486661,1271.15718061
503,YRATN(USA),"GDP ratio, nominal",exo,exo,pct,USA,100,100,100,100,100,100,100
504,YRATN(ROW),"GDP ratio, nominal",exo,exo,pct,ROW,100,100,100,100,100,100,100
