order,name,description,0,0,units,region,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
353,RISW(USA),risk premium for human wealth,,,del,USA,2,2,2,2,2,2,2,2,2,2,2
354,RISW(ROW),risk premium for human wealth,,,del,ROW,2,2,2,2,2,2,2,2,2,2,2
355,RISY(USA),risk premium for raw-capital sector capital,,,del,USA,0,0,0,0,0,0,0,0,0,0,0
356,RISY(ROW),risk premium for raw-capital sector capital,,,del,ROW,0,0,0,0,0,0,0,0,0,0,0
357,RISZ(USA),risk premium for household capital,,,del,USA,0,0,0,0,0,0,0,0,0,0,0
358,RISZ(ROW),risk premium for household capital,,,del,ROW,0,0,0,0,0,0,0,0,0,0,0
359,ROGY(USA),potential output growth target,,,pct,USA,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
360,ROGY(ROW),potential output growth target,,,pct,ROW,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
361,RVGS(USA),revenue from unit taxes,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
362,RVGS(ROW),revenue from unit taxes,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
363,SAVI(USA),real domestic saving using real interest rates,,,gdp,USA,22.39543133,21.63723075,21.10178489,18.65600784,19.41090467,18.73813227,18.54615856,17.23736774,20.24447903,20.01781861,19.74576454
364,SAVI(ROW),real domestic saving using real interest rates,,,gdp,ROW,22.39543133,21.63723075,21.10178489,18.65600784,19.41090467,18.73813227,18.54615856,17.23736774,20.24447903,20.01781861,19.74576454
365,SAVN(USA),real domestic saving using nominal interest rates,,,gdp,USA,23.8426085,23.09569775,22.49784314,20.12932418,20.24558764,19.56436151,20.06298725,19.19979706,21.71053874,21.84668303,21.65596115
366,SAVN(ROW),real domestic saving using nominal interest rates,,,gdp,ROW,23.8426085,23.09569775,22.49784314,20.12932418,20.24558764,19.56436151,20.06298725,19.19979706,21.71053874,21.84668303,21.65596115
367,SAVT(USA),domestic non-government saving using nominal interest rates,,,gdp,USA,11.30927516,11.93440743,13.17685548,14.17694323,14.86844479,14.84458129,14.60844179,14.87159193,15.06005331,14.79060826,14.70528851
368,SAVT(ROW),domestic non-government saving using nominal interest rates,,,gdp,ROW,11.30927516,11.93440743,13.17685548,14.17694323,14.86844479,14.84458129,14.60844179,14.87159193,15.06005331,14.79060826,14.70528851
369,"SHEF(a01,USA)",autonomous energy efficiency improvements,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
370,"SHEF(a01,ROW)",autonomous energy efficiency improvements,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
371,"SHEF(a02,USA)",autonomous energy efficiency improvements,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
372,"SHEF(a02,ROW)",autonomous energy efficiency improvements,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
373,SHEFC(USA),consumption autonomous energy efficiency improvements,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
374,SHEFC(ROW),consumption autonomous energy efficiency improvements,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
375,"SHK(a01,USA)",shock to capital efficiency,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
376,"SHK(a01,ROW)",shock to capital efficiency,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
377,"SHK(a02,USA)",shock to capital efficiency,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
378,"SHK(a02,ROW)",shock to capital efficiency,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
379,SHKC(USA),shock to aggregate consumption,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
380,SHKC(ROW),shock to aggregate consumption,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
381,"SHKI(USA,a01)",shock to inv equation,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
382,"SHKI(USA,a02)",shock to inv equation,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
383,"SHKI(ROW,a01)",shock to inv equation,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
384,"SHKI(ROW,a02)",shock to inv equation,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
385,SHKM(USA),shock to money demand,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
386,SHKM(ROW),shock to money demand,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
387,"SHL(USA,a01)",shock to labor due to labor-augmenting technical change and/or population growth,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
388,"SHL(USA,a02)",shock to labor due to labor-augmenting technical change and/or population growth,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
389,"SHL(ROW,a01)",shock to labor due to labor-augmenting technical change and/or population growth,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
390,"SHL(ROW,a02)",shock to labor due to labor-augmenting technical change and/or population growth,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
391,SHLY(USA),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
392,SHLY(ROW),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
393,SHLZ(USA),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
394,SHLZ(ROW),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
395,"SHY(a01,USA)",shock to total factor productivity,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
396,"SHY(a01,ROW)",shock to total factor productivity,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
397,"SHY(a02,USA)",shock to total factor productivity,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
398,"SHY(a02,ROW)",shock to total factor productivity,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
399,SHYY(USA),shock to raw capital sector total factor productivity,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
400,SHYY(ROW),shock to raw capital sector total factor productivity,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
401,SHYZ(USA),shock to household capital sector total factor productivity,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
402,SHYZ(ROW),shock to household capital sector total factor productivity,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
403,"STM(a01,USA)",stock market value,,,gdp,USA,40.67135606,40.39927991,40.98067522,41.66795303,41.97377233,42.44458496,42.71915949,42.70125929,42.54652115,42.74060801,42.72629867
404,"STM(a01,ROW)",stock market value,,,gdp,ROW,40.67135606,40.39927991,40.98067522,41.66795303,41.97377233,42.44458496,42.71915949,42.70125929,42.54652115,42.74060801,42.72629867
405,"STM(a02,USA)",stock market value,,,gdp,USA,311.7523434,314.5412927,317.963222,319.0426091,321.5361294,321.5940386,320.5629533,321.5040149,322.9209381,321.9468662,321.6535916
406,"STM(a02,ROW)",stock market value,,,gdp,ROW,311.7523434,314.5412927,317.963222,319.0426091,321.5361294,321.5940386,320.5629533,321.5040149,322.9209381,321.9468662,321.6535916
407,STMT(USA),total stock market value,,,gdp,USA,311.7523434,314.5412927,317.963222,319.0426091,321.5361294,321.5940386,320.5629533,321.5040149,322.9209381,321.9468662,321.6535916
408,STMT(ROW),total stock market value,,,gdp,ROW,311.7523434,314.5412927,317.963222,319.0426091,321.5361294,321.5940386,320.5629533,321.5040149,322.9209381,321.9468662,321.6535916
409,"TAX(g01,USA)",sales tax on composite,,,pct,USA,4.541524765,4.606011018,4.56998076,4.595911932,4.599207428,4.533219111,4.508211548,4.501419853,4.505906404,4.501469497,4.539250314
410,"TAX(g01,ROW)",sales tax on composite,,,pct,ROW,4.541524765,4.606011018,4.56998076,4.595911932,4.599207428,4.533219111,4.508211548,4.501419853,4.505906404,4.501469497,4.539250314
411,"TAX(g02,USA)",sales tax on composite,,,pct,USA,4.541524765,4.606011018,4.56998076,4.595911932,4.599207428,4.533219111,4.508211548,4.501419853,4.505906404,4.501469497,4.539250314
412,"TAX(g02,ROW)",sales tax on composite,,,pct,ROW,4.541524765,4.606011018,4.56998076,4.595911932,4.599207428,4.533219111,4.508211548,4.501419853,4.505906404,4.501469497,4.539250314
413,TAXC(USA),revenue from sales and company taxes,,,gdp,USA,8.871207855,8.886932677,9.087182587,9.227128391,9.404147629,9.214513549,9.033333962,8.617937346,8.061312188,8.087499136,8.151232355
414,TAXC(ROW),revenue from sales and company taxes,,,gdp,ROW,8.871207855,8.886932677,9.087182587,9.227128391,9.404147629,9.214513549,9.033333962,8.617937346,8.061312188,8.087499136,8.151232355
415,TAXE(USA),revenue from externality taxes,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
416,TAXE(ROW),revenue from externality taxes,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
417,TAXH(USA),revenue from taxes on wages,,,gdp,USA,8.266666667,9.35483871,9.320987654,10,10.17142857,10.65934066,10.48128342,10.51282051,10.09708738,10.28037383,10.2690583
418,TAXH(ROW),revenue from taxes on wages,,,gdp,ROW,8.266666667,9.35483871,9.320987654,10,10.17142857,10.65934066,10.48128342,10.51282051,10.09708738,10.28037383,10.2690583
419,TAXL(USA),revenue from lump-sum taxes,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
420,TAXL(ROW),revenue from lump-sum taxes,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
421,TAXM(USA),tariff revenue,,,gdp,USA,0.062125478,0.067906032,0.0671384,0.064538276,0.0644238,0.060211726,0.057575129,0.058985731,0.060047036,0.057360677,0.055045672
422,TAXM(ROW),tariff revenue,,,gdp,ROW,0.062125478,0.067906032,0.0671384,0.064538276,0.0644238,0.060211726,0.057575129,0.058985731,0.060047036,0.057360677,0.055045672
423,TAXS(USA),exogenous lump sum tax,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
424,TAXS(ROW),exogenous lump sum tax,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
425,TAXT(USA),total revenue,,,gdp,USA,17.2,18.30967742,18.47530864,19.29166667,19.64,19.93406593,19.57219251,19.18974359,18.2184466,18.42523364,18.47533632
426,TAXT(ROW),total revenue,,,gdp,ROW,17.2,18.30967742,18.47530864,19.29166667,19.64,19.93406593,19.57219251,19.18974359,18.2184466,18.42523364,18.47533632
427,TAXX(USA),external tax revenue,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
428,TAXX(ROW),external tax revenue,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
429,TBAL(USA),"trade surplus, domestic currency",,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
430,TBAL(ROW),"trade surplus, domestic currency",,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
431,TBAU(USA),"trade surplus, USD",,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
432,TBAU(ROW),"trade surplus, USD",,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
433,TCOR(USA),tax rate on corporate profits,,,pct,USA,3.95480226,3.961485557,4.495412844,4.654956085,5.054545455,4.8,4.462242563,3.648351648,2.402061856,2.454545455,2.427184466
434,TCOR(ROW),tax rate on corporate profits,,,pct,ROW,3.95480226,3.961485557,4.495412844,4.654956085,5.054545455,4.8,4.462242563,3.648351648,2.402061856,2.454545455,2.427184466
435,"TEX(g01,USA)",extern tax on composite,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
436,"TEX(g01,ROW)",extern tax on composite,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
437,"TEX(g02,USA)",extern tax on composite,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
438,"TEX(g02,ROW)",extern tax on composite,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
439,"TIF(g01,USA)",fta tariff rates,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
440,"TIF(g01,ROW)",fta tariff rates,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
441,"TIF(g02,USA)",fta tariff rates,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
442,"TIF(g02,ROW)",fta tariff rates,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
443,"TIM(g01,USA,USA)",multilateral tariff rates,,,pct,USA,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186
444,"TIM(g01,USA,ROW)",multilateral tariff rates,,,pct,USA,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186
445,"TIM(g01,ROW,USA)",multilateral tariff rates,,,pct,ROW,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186
446,"TIM(g01,ROW,ROW)",multilateral tariff rates,,,pct,ROW,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186,0.371295186
447,"TIM(g02,USA,USA)",multilateral tariff rates,,,pct,USA,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153
448,"TIM(g02,USA,ROW)",multilateral tariff rates,,,pct,USA,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153
449,"TIM(g02,ROW,USA)",multilateral tariff rates,,,pct,ROW,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153
450,"TIM(g02,ROW,ROW)",multilateral tariff rates,,,pct,ROW,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153,0.399987153
451,TINC(USA),tax rate on labor income,,,pct,USA,15.65656566,17.61846902,17.61960327,19.02604757,19.24324324,20,19.67871486,19.71153846,19.08256881,19.13043478,19.08333333
452,TINC(ROW),tax rate on labor income,,,pct,ROW,15.65656566,17.61846902,17.61960327,19.02604757,19.24324324,20,19.67871486,19.71153846,19.08256881,19.13043478,19.08333333
453,"TITC(a01,USA)",investment tax credit rate,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
454,"TITC(a01,ROW)",investment tax credit rate,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
455,"TITC(a02,USA)",investment tax credit rate,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
456,"TITC(a02,ROW)",investment tax credit rate,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
457,TITCH(USA),investment tax credit rate for households,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
458,TITCH(ROW),investment tax credit rate for households,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
459,"TIX(g01,USA)",multilateral iceberg costs,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
460,"TIX(g01,ROW)",multilateral iceberg costs,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
461,"TIX(g02,USA)",multilateral iceberg costs,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
462,"TIX(g02,ROW)",multilateral iceberg costs,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
463,"TOB(a01,USA)","marginal q, TOB.NC",,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
464,"TOB(a01,ROW)","marginal q, TOB.NC",,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
465,"TOB(a02,USA)","marginal q, TOB.NC",,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
466,"TOB(a02,ROW)","marginal q, TOB.NC",,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
467,TOBY(USA),"marginal Q, raw capital sector",,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
468,TOBY(ROW),"marginal Q, raw capital sector",,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
469,TOBZ(USA),"marginal Q, households",,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
470,TOBZ(ROW),"marginal Q, households",,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
471,"TPA(a01,USA)",partial adjustment q,,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
472,"TPA(a01,ROW)",partial adjustment q,,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
473,"TPA(a02,USA)",partial adjustment q,,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
474,"TPA(a02,ROW)",partial adjustment q,,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
475,TPAY(USA),"partial adjustment Q, raw capital sector",,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
476,TPAY(ROW),"partial adjustment Q, raw capital sector",,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
477,TPAZ(USA),"partial adjustment Q, households",,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
478,TPAZ(ROW),"partial adjustment Q, households",,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
479,TRAN(USA),total transfers,,,gdp,USA,8.207231209,8.795287739,7.974259181,6.217929155,6.62432138,6.378530742,6.580150076,5.026537787,5.344237388,5.996883131,6.25390505
480,TRAN(ROW),total transfers,,,gdp,ROW,8.207231209,8.795287739,7.974259181,6.217929155,6.62432138,6.378530742,6.580150076,5.026537787,5.344237388,5.996883131,6.25390505
481,TRANX(USA),exogenous transfers,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
482,TRANX(ROW),exogenous transfers,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
483,"TXGS(a01,g01,USA)",unit tax on goods to sectors,,,dollar,USA,0,0,0,0,0,0,0,0,0,0,0
484,"TXGS(a01,g01,ROW)",unit tax on goods to sectors,,,dollar,ROW,0,0,0,0,0,0,0,0,0,0,0
485,"TXGS(a02,g01,USA)",unit tax on goods to sectors,,,dollar,USA,0,0,0,0,0,0,0,0,0,0,0
486,"TXGS(a02,g01,ROW)",unit tax on goods to sectors,,,dollar,ROW,0,0,0,0,0,0,0,0,0,0,0
487,"TXM(g01,USA)",tariff revenue by good,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
488,"TXM(g01,ROW)",tariff revenue by good,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
489,"TXM(g02,USA)",tariff revenue by good,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
490,"TXM(g02,ROW)",tariff revenue by good,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
491,"WAG(a01,USA)",sector wage,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
492,"WAG(a01,ROW)",sector wage,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
493,"WAG(a02,USA)",sector wage,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
494,"WAG(a02,ROW)",sector wage,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
495,WAGE(USA),wage rate,,,idx,USA,72.66055046,75.50458716,78.62385321,81.00917431,84.86238532,88.99082569,91.37614679,95.41284405,100,105.5045872,110.0917431
496,WAGE(ROW),wage rate,,,idx,ROW,72.66055046,75.50458716,78.62385321,81.00917431,84.86238532,88.99082569,91.37614679,95.41284405,100,105.5045872,110.0917431
497,WAGG(USA),government wage,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
498,WAGG(ROW),government wage,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
499,WELH(USA),human wealth,,,gdp,USA,1060.31746,1041.474654,1037.624927,1013.321995,1016.326531,1015.175301,1018.589254,1019.53602,1019.417476,1034.712951,1036.728593
500,WELH(ROW),human wealth,,,gdp,ROW,1060.31746,1041.474654,1037.624927,1013.321995,1016.326531,1015.175301,1018.589254,1019.53602,1019.417476,1034.712951,1036.728593
501,WELT(USA),total wealth,,,gdp,USA,1603.89559,1596.194091,1599.426666,1576.001386,1582.095898,1580.829196,1584.485168,1587.212511,1589.924718,1605.829385,1611.349961
502,WELT(ROW),total wealth,,,gdp,ROW,1603.89559,1596.194091,1599.426666,1576.001386,1582.095898,1580.829196,1584.485168,1587.212511,1589.924718,1605.829385,1611.349961
503,YRATN(USA),"GDP ratio, nominal",,,pct,USA,100,100,100,100,100,100,100,100,100,100,100
504,YRATN(ROW),"GDP ratio, nominal",,,pct,ROW,100,100,100,100,100,100,100,100,100,100,100
